adres_id,ulica,nr_domu,nr_mieszkania,miejscowosc,kraj
4411,Golden Hills,4,1,Riesel,Liberia
4412,Roscrea,6,36,Woodlake,Slovenia
4413,Vicar Park,4,36,Mount Healthy,Cape Verde
4414,Old Valley,2,49,Wesleyville,Georgia
4415,Barnet Park,7,42,Manasquan,Indonesia
4416,Yerona,3,48,Pomeroy,Burundi
4417,Mormon,5,40,Koehler,Mali
4418,Najoles,2,46,Bishopville,Albania
4419,Lagorio,1,3,Coconut Creek,Uzbekistan
4420,Bellview,9,8,Cheriton,Kosovo
4421,Livermere,7,34,Florida Ridge,Micronesia
4422,West Front,6,28,Waubay,Croatia
4423,Council Oak,8,11,Buckley,Nepal
4424,Clymer,6,4,Pinos Altos,Algeria
4425,Greenpark,5,27,Cunningham,Qatar
4426,Karli,5,14,Abbottstown,Chile
4427,Beckway,1,38,Crivitz,Ethiopia
4428,Royd Moor,10,35,Treynor,Bahrain
4429,Dwyer,8,44,Cliffdell,Fiji
4430,Del Puerto Canyon,8,25,Andover,Cape Verde
4431,Horndean,5,49,Urbanette,Iran
4432,Istvan,6,37,Geyser,Haiti
4433,Langwith,5,34,Melmore,Azerbaijan
4434,Kariwara,10,32,South Dayton,South Africa
4435,Easterford,8,3,La Rue,Sri Lanka
4436,W Mallard,6,26,Pala,Senegal
4437,Napa Valley Corporate,9,31,White Stone,Jamaica
4438,Rison,3,44,Arkoe,Costa Rica
4439,Gallia,8,47,Circleville,Brazil
4440,Back Viking,5,3,Phelps,Congo
4441,N Elk Grove,1,30,Orme,Cambodia
4442,Stockerhead,1,42,Evergreen,Honduras
4443,Doncaster,10,39,Alexander City,East Timor
4444,Bar Harbor,9,39,Quealy,Oman
4445,Boswells,9,32,Opelika,Cuba
4446,Margeret,10,42,Bellewood,Cyprus
4447,West Lindsay,3,28,Signal Hill,Peru
4448,Lever Edge,8,43,Reno,Guinea
4449,Tara Lin,5,28,Prairie du Chien,Cameroon
4450,Promenade,2,35,Bondsville,Eritrea
4451,Chew,8,5,Felsenthal,United Arab Emirates
4452,Seppi,1,8,Clarkfield,Slovakia
4453,Cressex,8,36,Chesilhurst,Egypt
4454,E Devonia,5,31,Claiborne,East Timor
4455,Beggers Bush,4,48,Four Buttes,New Zealand
4456,N Sawyer,1,27,Falmouth,Eritrea
4457,Smithies,7,3,Lago Vista,Austria
4458,Cornford,9,6,Joshua,Gambia
4459,Swampscott,8,40,Wakulla Beach,Suriname
4460,Radisson Woods,1,24,Coto Laurel,Comoros
4461,Capons,6,46,Seymour,Dominica
4462,Heatherbrook,7,8,Bremer,Switzerland
4463,Gallard,7,10,Naguabo,Sao Tome & Principe
4464,South Taaffe,5,19,Buffalo Lake,Kenya
4465,Emmetts,7,35,Kenney,Korea South
4466,Paul Gore,8,29,Sage,Cambodia
4467,Northwick Park,5,45,Hermon,Nigeria
4468,N Pershing,6,47,Trementina,Djibouti
4469,Lovers Leap,1,36,Fontana Village,Serbia
4470,Padons,6,29,Piper City,Canada
4471,Kaiser Creek,3,31,Baring,Vatican City
4472,Fela,8,49,Calabash,Chad
4473,Highboro,2,10,Cinebar,Luxembourg
4474,Upper Autumn,9,32,Pinkstaff,Malta
4475,Surig,10,42,Louin,Ethiopia
4476,Essenay,1,22,Mackenzie,Japan
4477,Old Ox,3,14,Elephant Butte,Uganda
4478,Waywood,1,5,Idalia,Angola
4479,Doblin,10,20,Busby,Hungary
4480,Hollis Wood,8,34,Coleman,Czech Republic
4481,Hammerton,9,34,Fultonham,Uzbekistan
4482,Cinderbed,9,42,Gulf Hills,Macedonia
4483,Fern Ridge,5,49,Kamrar,Tuvalu
4484,E McLane,8,19,Hahnville,Saudi Arabia
4485,Fairhill,4,5,Dennis Acres,Morocco
4486,Southdene,4,41,Linwood,Tonga
4487,Jonquil,9,11,Warrensville Heights,Andorra
4488,Harlinger,3,4,Toughkenamon,Burkina
4489,Flam,7,5,Promise City,Colombia
4490,Amanola,9,43,Needville,Iraq
4491,Coachway,1,47,Wasco,Brunei
4492,Placitas,8,28,Roebling,Belize
4493,Mirrasou,5,28,Roslyn Estates,Rwanda
4494,Panoramic,5,8,Christie,Djibouti
4495,Wortman,3,20,Hoagland,Belize
4496,Prairie Meadows,5,15,Foresthill,Palau
4497,Rule,1,27,Falcon,Thailand
4498,Treatt,10,17,Negreet,Qatar
4499,Wormwood,7,2,Lakemore,Korea North
4500,Valley House,8,33,Fairbury,Saint Vincent & the Grenadines
4501,East Nichols,1,29,Rollins,Nepal
4502,Bravington,2,5,Chamisal,Barbados
4503,Muskie,7,28,Verden,Kazakhstan
4504,Moorsley,3,49,Value,United Kingdom
4505,Major Lansdale,1,3,Kelloggsville,Nauru
4506,Turvey,1,20,Lynwood Hills,Ivory Coast
4507,Alyward,9,31,Turkey Creek,Cyprus
4508,India,2,15,Hettick,South Sudan
4509,Prestige,2,12,Talisheek,Mauritius
4510,Mangariva,8,34,Wanatah,Italy
4511,Upwell,4,29,South Greensburg,Russian Federation
4512,Mauna Kea,3,17,Lesslie,Indonesia
4513,Stayley,10,38,Mullica Hill,Slovenia
4514,E Adams,1,29,Point Lay,Serbia
4515,Broxbourne,1,18,Oquawka,Burkina
4516,Braemont,3,25,Sylvania,Cuba
4517,Nipigon,4,14,White Canyon,Cape Verde
4518,Central,9,49,Boardman,Kyrgyzstan
4519,Enslin,1,28,Hedrick,Dominican Republic
4520,Jaunell,5,9,Point Blue,Finland
4521,San Geronimo Valley,3,3,Mermentau,Austria
4522,S Phillip,3,49,Kennett,Egypt
4523,Duran,6,1,Dames Ferry,Jamaica
4524,Poar,5,36,Mont Belvieu,Denmark
4525,Madison,7,14,Miami Lakes,Vatican City
4526,Bolsover,1,25,Northview,Gambia
4527,West Chiltington,10,41,The Colony,Ireland {Republic}
4528,Staples Ridge,9,11,Hartly,Guinea-Bissau
4529,Fishel,1,37,Schaumburg,Australia
4530,Lindow,2,34,Bellville,Colombia
4531,Youse,4,18,Massapequa,Antigua
4532,Dodgewood,6,21,Millbrook,Belize
4533,White Laith,9,35,Roslyn,Australia
4534,Care,6,37,Seaford,Poland
4535,Ourisman,4,30,Brackett,Jordan
4536,Ossippee,1,49,Glennville,Canada
4537,Muncey,1,26,Grand Bay,Tuvalu
4538,Albion Villas,3,32,Gageby,Equatorial Guinea
4539,Solaridge,2,6,Basking Ridge,Malta
4540,Kevington,3,46,Melstrand,Sweden
4541,Hatpat,3,15,Newland,Czech Republic
4542,Cherwing,5,17,McLeansboro,Cameroon
4543,Birdsfield,10,18,Froid,Solomon Islands
4544,Hamberts,9,30,Craig,Nepal
4545,Grossman,5,4,Sipsey,Afghanistan
4546,Harkin,10,44,Santiago,Vietnam
4547,North Vasco,7,41,Barksdale,Zambia
4548,East Berkeley,8,16,Penn,Lesotho
4549,Scaup,3,44,Camp Hill,Nepal
4550,Brewerton,4,5,Town of Pines,Comoros
4551,Conyer,1,11,Hanceville,Israel
4552,St Clairs,3,7,Mina,Israel
4553,Elvessa,3,34,Clearbrook,Ecuador
4554,Airport Park,4,30,Deer Range,Saudi Arabia
4555,Bionda,8,10,East Hazel Crest,Peru
4556,Stone Path,6,38,Minford,Lithuania
4557,West Eight Mile,2,41,Swift Trail Junction,Algeria
4558,Five Canyons,7,31,Bayboro,Ivory Coast
4559,South Thistle,9,5,La Grulla,Andorra
4560,Gawthorpe,4,43,Flo,Bangladesh
4561,Hibbard,3,45,South Lineville,Honduras
4562,Dreamwold,7,19,Bethel Heights,Bhutan
4563,Oslo,9,10,Sweet Valley,Hungary
4564,Hallow,9,19,Vermontville,Germany
4565,El Portola,4,21,Poseyville,Guinea-Bissau
4566,Jensen,3,44,Coosa,Papua New Guinea
4567,Frankson,10,22,Tonsina,Montenegro
4568,Lorane,8,21,Canjilon,Portugal
4569,Bora,7,31,Cave Springs,Samoa
4570,Liberty View,5,10,Camelot,China
4571,Spingfield,3,31,Bean Station,Argentina
4572,Glebe House,5,5,Schoolcraft,Palau
4573,Cottage Hill,10,3,La Vale,Marshall Islands
4574,Jackpine,8,36,Eatontown,Guatemala
4575,Corner,8,39,East Palo Alto,St Kitts & Nevis
4576,Schaffhausen,8,3,Brunsville,Congo
4577,Slade Green,7,46,Easton,Georgia
4578,Broken Gate,3,34,Milbank,Nauru
4579,Vanna,5,3,Yellow Springs,Tunisia
4580,Burlingview,10,25,Reedsport,Australia
4581,N la Londe,5,3,Gibsonburg,Luxembourg
4582,Cross Valley,4,27,Wooster,Morocco
4583,Treebrooke,5,20,Thaxton,Afghanistan
4584,Wolfe Hill,1,1,Fruitport,Cuba
4585,Long Pond,4,38,Orogrande,Singapore
4586,Maraket,5,22,Glendevey,Bahamas
4587,S Mountain,1,7,Utica,Tajikistan
4588,Childrens,3,21,Okmulgee,Ethiopia
4589,Shellbank,6,19,Madill,Venezuela
4590,Brushwood,7,6,Manack,Moldova
4591,Glenbrook Crest,3,17,Ketchikan,Dominican Republic
4592,Casa de Arroyo,8,25,Apopka,Indonesia
4593,Selbie,4,24,Dialville,Ethiopia
4594,Brownsea,7,41,La Pryor,Brunei
4595,Maud,2,27,Airmont,Brunei
4596,Mevan,2,44,Tagus,China
4597,Gladwyne,10,2,Boundary,Japan
4598,Alderue,4,40,Pledger,Romania
4599,Mystic View,2,21,Haileyville,Turkey
4600,Ferngrove,1,17,Apalachicola,France
4601,Churchfields,8,15,Kiowa,Kiribati
4602,Tatterson,4,36,Langlois,Afghanistan
4603,Bulcher,2,21,Lindenhurst,Argentina
4604,East Kirke,8,34,Chicora,South Sudan
4605,Pauly Farm,3,46,Beatty,Brazil
4606,Teapot,6,7,Oskawalik,Azerbaijan
4607,Mardel,3,34,Mammoth,Bangladesh
4608,Severn Grove,2,33,Miranda,Georgia
4609,Burham,5,15,Glen Head,Guyana
4610,Shalloo,2,23,Firth,United States
4611,Lightwood,5,36,Orland Hills,Canada
4612,Mairfield,3,24,Bluford,Libya
4613,Battersea Park,1,40,Smithfield,Jamaica
4614,Kentshire,7,39,New Amsterdam,Argentina
4615,Martine,3,21,Upper Mill,Nicaragua
4616,Side,5,26,Gates Center,Trinidad & Tobago
4617,Plumosa,6,45,McManus,Cape Verde
4618,Harbour View,4,41,Woodville,Zimbabwe
4619,Bannington,2,3,Ellenton,Burundi
4620,Marinaview,6,17,Norridgewock,China
4621,Rubis,3,30,Alton,China
4622,Galanis,10,18,Hato Candal,Philippines
4623,Terranova,9,37,Mathis,Kiribati
4624,Zuelke,2,46,Moffat,Taiwan
4625,Sal,2,19,Twin Mountain,Malta
4626,Ballards,7,8,Silva,Liberia
4627,Round Hill Club,2,45,East Germantown,Maldives
4628,Thomas Leighton,8,47,Angwin,Slovakia
4629,Pioneer Hills,9,14,West Brattleboro,Uruguay
4630,Lukens,4,4,Village Shires,Vietnam
4631,Sommers,5,8,Saugatuck,Georgia
4632,Rock Lodge,5,41,Onsted,Uganda
4633,Bass,4,3,Del Aire,Bosnia Herzegovina
4634,Wix,1,50,Arden-on-the-Severn,Gambia
4635,Upper Rainham,3,12,Lakeside Park,Zimbabwe
4636,Campbell Technology,9,49,Kosse,Marshall Islands
4637,Hilldeane,4,6,Marguerite,Kazakhstan
4638,Saint Bartholomews,7,35,Howards Grove,Mongolia
4639,Geddings,7,42,Winston,Rwanda
4640,Blackley New,7,43,Ruthven,Luxembourg
4641,Persfield,8,45,Duncan,Syria
4642,Eveas,8,48,Kingdom City,Togo
4643,Bercta,3,43,Bennet,Singapore
4644,Aries,7,50,Stockman,Mali
4645,Fairgrove,7,36,Sledge,Austria
4646,Woolley Bridge,5,46,Wildomar,Lesotho
4647,Sidney Lanier,7,8,Dover,Ghana
4648,Sanby,1,15,East Walpole,Chad
4649,Holtermann,4,30,Ledger,Chile
4650,Keysor,6,25,Rollingbay,Peru
4651,Liberator,6,6,Gibsonton,Eritrea
4652,Pamlico,5,27,Baileyton,Bolivia
4653,Mal,4,18,Pinto,Nicaragua
4654,Hogue,2,16,Kilkenny,Angola
4655,Cradley,8,15,Mentmore,Bosnia Herzegovina
4656,Trotters,3,43,Yardville,Armenia
4657,Raritan Reach,10,7,Wallis,Switzerland
4658,Accord Park,8,43,East Camden,Spain
4659,Fentree,1,31,Dannebrog,Ethiopia
4660,Dams,9,25,Clearlake,Barbados
4661,W Riverside,5,3,Carney,Kuwait
4662,Trenic,10,17,Ross Corner,Armenia
4663,Enborg,5,44,Surgoinsville,Hungary
4664,Great Wood,8,49,Rich Valley,Kiribati
4665,S Hall,9,27,Glenn Dale,Sweden
4666,Westmont,1,48,Olnes,Bahamas
4667,Edgecombe,4,34,Lakemoor,Maldives
4668,Likens,3,2,Spofford,Australia
4669,Pulver,3,42,Kingsbury,Mexico
4670,Hale,7,24,Medaryville,Portugal
4671,Mountain Home Ranch,7,28,Terreton,Lithuania
4672,Billie Smith Memorial,7,11,Otto,Brazil
4673,Vistamont,7,18,Alba,Colombia
4674,Stukeley,2,33,Schulter,Algeria
4675,Midway Ranch,3,36,New Bern,New Zealand
4676,Glenbrooke Woods,8,35,Deltaville,Libya
4677,Langwith Valley,5,26,Champlin,Netherlands
4678,Hinsbrook,6,14,Doran,Guinea
4679,Jutewood,8,35,Tiff City,Belarus
4680,N Mc Crea,6,2,Northfork,Saint Vincent & the Grenadines
4681,Mc Cameron,5,1,El Indio,Palau
4682,East Interlaken,1,15,Sledge,Finland
4683,Nomini,6,32,Woodstown,Mali
4684,Makamah,9,3,Grove Place,Singapore
4685,Beechbrook,6,30,McLeansville,Palau
4686,Knelle,10,30,Aztec,Tanzania
4687,Animbo,7,15,Waialee,Honduras
4688,Pincott,5,36,Medulla,Chile
4689,ColdHarbour,2,45,Kalona,Korea South
4690,Gradall,4,34,Gabbettville,Uganda
4691,Climus,5,13,Pitkas Point,Liechtenstein
4692,South Avondale,9,40,Blue River,Belarus
4693,Nargong,2,32,Gratis,South Sudan
4694,Stonegarden,1,12,Kendall,Oman
4695,Buss,6,26,Medicine Bow,Tonga
4696,S Belt Circle,7,46,SeaTac,Morocco
4697,Amberfield,7,4,Core,Suriname
4698,Kitchener,5,10,Bland,Equatorial Guinea
4699,Labrott,7,32,Balaton,Croatia
4700,E Bentley,4,3,Kahakuloa,Belarus
4701,Rolling River,8,43,Iola,Egypt
4702,Vienna,5,18,Hauppauge,Guinea
4703,Akesmoor,1,37,Coalport,Ecuador
4704,Daniell,8,18,Falls,India
4705,Upper Bridge,7,40,Kimbolton,Mexico
4706,Almaden Valley,2,29,Biorka,Armenia
4707,Causeway End,1,43,Drexel Hill,Oman
4708,Meiele,5,11,Bevier,St Lucia
4709,Biesi,5,2,Sedco Hills,Finland
4710,Leighlands,2,12,Rainsburg,France
4711,Lefke,10,36,Solana,Chile
4712,Haegers Bend,8,28,Many Farms,Brunei
4713,Waugh Chapel,7,26,Salol,Albania
4714,Army,6,21,Bass Lake,Mozambique
4715,Washer,2,19,Linwood,Morocco
4716,Fennes,4,9,Cactus Flat,Lithuania
4717,Hafey,8,9,Hematite,Cuba
4718,East Tasman,5,6,East Helena,Benin
4719,King Manor,3,41,Manteca,Congo {Democratic Rep}
4720,Rags,2,7,Manuelito,Finland
4721,W Termunde,1,13,Danvers,Peru
4722,Dockett Eddy,10,36,Moenkopi,Paraguay
4723,Pulford,2,4,Sun Lakes,Mozambique
4724,Cheetham,4,47,Makaha Valley,Guatemala
4725,Autumn Chace,3,6,Apalachicola,South Africa
4726,Mud Gulley,3,30,Wood,Finland
4727,Quigg,8,33,Ledbetter,Cuba
4728,Wychford,10,41,Glenwood Landing,Brazil
4729,Devereux Manor,5,12,Rives,Bhutan
4730,Macedon,6,13,Temple Terrace,Peru
4731,Upper Village,4,13,Abingdon,Ghana
4732,Amour,1,15,Mars Hill,Monaco
4733,Hanford,3,19,Hibbing,Senegal
4734,Dried Earth,1,45,Abernathy,Andorra
4735,Elm Lodge,3,17,Big River,Germany
4736,S Robert Damm,3,23,Coburn,Zimbabwe
4737,Werombi,7,28,North Brooksville,Vietnam
4738,Eilerson,5,23,Tullahassee,Panama
4739,Burney,9,45,Thor,Egypt
4740,West Holly,5,27,Merricourt,Venezuela
4741,John Alden,9,36,Cromwell,Mali
4742,Kings Point,5,18,Bullhead City,Congo {Democratic Rep}
4743,Downsland,8,27,Blandburg,Lesotho
4744,Empire Mine,6,24,Amalga,Spain
4745,Mags,3,34,Bledsoe,Germany
4746,Shadewell,9,49,Childress,Canada
4747,Sotterly,7,24,Plandome,Marshall Islands
4748,Narraganset,4,2,La Vista,Angola
4749,East Sola,4,38,Throckmorton,Marshall Islands
4750,Northwood,9,29,Juncos,Namibia
4751,Westcliffe,5,15,Tensaw,Fiji
4752,Cambridge Heath,10,18,Spiro,Bolivia
4753,Scot Ladd,8,18,Lac La Belle,Maldives
4754,Black Tree,5,23,Evelyn,Cape Verde
4755,Seawall,8,49,Eagle City,Uzbekistan
4756,Westings,7,1,North Manitou,Mali
4757,Gibfield,5,10,Maryhill Estates,Greece
4758,Switchboard,10,16,Pine Apple,Colombia
4759,Post Wood,10,34,Bevier,Spain
4760,Markowitz,6,24,Johnstone,Jordan
4761,Rotunda,2,2,Mountain Iron,Oman
4762,S Mary,5,27,Rainbow City,Central African Rep
4763,Trebleclef,9,1,Gladwyne,Singapore
4764,East Jahant,2,6,Beech Creek,South Africa
4765,Valenciennes,4,2,County Line,St Kitts & Nevis
4766,Crystal Pond,1,44,Hidden Timber,Congo {Democratic Rep}
4767,Whitehall Farm,3,35,Metter,Malaysia
4768,Raintree,10,50,McAllister,Bolivia
4769,Dickson Hill,4,18,Sportsmen Acres,Korea North
4770,Kanning,3,8,Occidental,Georgia
4771,Fox House,2,41,Indian River City,Laos
4772,S Long,2,26,Barnegat Light,Sweden
4773,Elebana,10,13,Hoven,China
4774,Waterham,10,19,Marcellus,Micronesia
4775,Everilda,1,4,Newpoint,Central African Rep
4776,Claggett Landing,6,11,Anacoco,Ivory Coast
4777,Fort Worth,10,13,Baxter Springs,Thailand
4778,Dela Park,3,11,Umber View Heights,Equatorial Guinea
4779,Cruiser,6,4,Christoval,Hungary
4780,Osgood,8,42,Del Rey Oaks,Central African Rep
4781,Pantile,7,45,Harrington Park,San Marino
4782,Nadotti,10,1,Pleasant Hope,China
4783,Green Heron,6,15,Riddleville,Switzerland
4784,Arends,7,44,Fairdale,Antigua
4785,Carmelita,1,26,Oscarville,El Salvador
4786,N Westminster,1,12,Reeseville,Tunisia
4787,Paxman,3,34,North Zulch,Monaco
4788,Northlake,1,50,Grand Blanc,Ireland {Republic}
4789,East Hillsdale,2,10,Saint Clair,Malawi
4790,Liza,8,31,Defiance,Saint Vincent & the Grenadines
4791,Dovre,2,33,Ramsay,Sri Lanka
4792,North Palm,4,26,Apalachicola,France
4793,Kings View,7,22,Cherry Tree,India
4794,Outwood Common,8,17,Cambrian Park,Monaco
4795,Piacenti,2,38,Ursina,Saint Vincent & the Grenadines
4796,Weeth,7,33,Ridgefield,Sao Tome & Principe
4797,Gramarcy,3,24,Soulsbyville,Burkina
4798,Borges Ranch,10,40,Gaines,Switzerland
4799,Tailor,5,46,Manito,Egypt
4800,East Howard,8,41,Bauxite,Ecuador
4801,Bates Grove,5,41,Bavaria,Kuwait
4802,Chelmar,9,22,Hove Mobile Park,Senegal
4803,Fran del,10,40,Langley Park,Paraguay
4804,Pfitzer,8,33,Rosebush,Senegal
4805,Barnsley,5,28,Ken Caryl,Mexico
4806,Pawnee,1,50,Kidder,Peru
4807,Washington Rock,1,48,Melder,Greece
4808,Posey,9,28,Harrisonville,Bosnia Herzegovina
4809,Bodiam,2,38,Avera,South Sudan
4810,Holligrave,7,8,Bonanza,Micronesia
4811,Joyner,5,27,Butler Beach,El Salvador
4812,Studios,5,36,San Jose,Morocco
4813,Berthole,1,6,Neponset,Tanzania
4814,Van Saun,10,20,Union Springs,Guinea-Bissau
4815,N Quebec,6,34,Turin,Congo {Democratic Rep}
4816,Balston,6,39,Universal City,Namibia
4817,Barnards,6,36,Cleaton,Uganda
4818,S Roxanna,1,33,San Martin,Burkina
4819,Roselea,8,42,Mount Calvary,Malawi
4820,Brondsbury,1,25,Lawtell,Liechtenstein
4821,Danver,3,34,Jonesboro,Kyrgyzstan
4822,Snowcrest,2,3,Red Lick,Croatia
4823,Blakeden,4,34,Trout Run,Bulgaria
4824,Cohn,5,29,Lawrenceville,Yemen
4825,Minya,3,9,Yemassee,Monaco
4826,Celia,6,37,Vadnais Heights,Congo
4827,Belle Ami,5,46,Saint Germain,Haiti
4828,Clover Glen,5,25,Schultz,Madagascar
4829,Glen Mor,6,15,Pottsgrove,Mexico
4830,Plymouth Rock,5,42,McGee,Singapore
4831,Millenium,2,36,Minneola,Trinidad & Tobago
4832,Sylvan Woods,8,40,Traverse,St Kitts & Nevis
4833,North Holt,4,15,East Liberty,Zambia
4834,Eckersley,9,2,Bullittsville,Syria
4835,Washford,2,18,Grand Glaise,Qatar
4836,One Beacon,1,6,Dundarrach,United States
4837,Hurst,9,18,Shawnee Hills,Brunei
4838,Bayside,8,38,Martha Lake,Colombia
4839,Sand Hole,1,30,Pataskala,Norway
4840,Keildon,1,20,Saint Paris,Algeria
4841,N Old Mill,2,8,Gloverville,Barbados
4842,Kirkstall Bridge,2,22,Bee Ridge,Trinidad & Tobago
4843,Oswyth,5,30,Mountainburg,Japan
4844,Raynahm,1,1,Warrens Corners,Grenada
4845,Bussey,2,7,Powhatan,Sri Lanka
4846,El Alamein,8,45,High Ridge,Romania
4847,W del Ray,6,33,Upson,Norway
4848,Brinkinfield,6,2,South Boston,Kiribati
4849,Duckettes,4,14,De Land,Poland
4850,S Big Run,2,43,Malden,Nigeria
4851,Greensfield,4,22,Webbville,Ethiopia
4852,Forsham Lake,10,28,Shorterville,Argentina
4853,Down Patrick,9,24,Glen Ullin,Liberia
4854,Colestown,2,32,South Park View,Kenya
4855,North Fairfax Park,9,15,Linden,Latvia
4856,Chalomar,10,30,Pinckard,Bolivia
4857,Aubin,10,19,Asherton,China
4858,Cringle,2,45,Oakwood Park,Turkey
4859,Marlpit,10,31,Santo Domingo Pueblo,Samoa
4860,Harlands,1,23,Slaty Fork,Andorra
4861,Rustle,5,46,Cattaraugus,San Marino
4862,Melthorne,9,6,Redden,Solomon Islands
4863,Purdie,3,48,Fairfax Station,Guinea-Bissau
4864,Lachapelle,3,50,Paden City,Portugal
4865,Dori,4,45,Rippey,Mozambique
4866,E Kathleen,4,22,Winona,Solomon Islands
4867,South Black Lion,6,13,Emporium,Bosnia Herzegovina
4868,Rodonovan,7,9,Wanblee,Bangladesh
4869,Norfeld,6,31,Fackler,Uruguay
4870,Mansion Park,3,12,De Leon,Oman
4871,Culps Hill,6,43,Boise,Cambodia
4872,East Sargent,1,14,Bruce Crossing,Iraq
4873,Southwest Angeline,8,16,Dumbarton,Venezuela
4874,Carey School,6,34,Coffee City,Haiti
4875,Truck House,4,1,Coal City,Egypt
4876,Ramshead,6,23,John Sam Lake,Grenada
4877,Falleri,10,4,Egbert,Ukraine
4878,Seawind,9,22,Gluek,Angola
4879,Pitt Town,4,46,Yarmouth Port,Zimbabwe
4880,E C,4,25,Noatak,Indonesia
4881,Bischoff,2,18,Sandia Heights,Czech Republic
4882,S McKinley Woods,6,9,Rexford,Chad
4883,Earlham,9,32,Hanks,Moldova
4884,Churchill,8,45,Elkhorn,Bolivia
4885,Crossing Creek,1,38,Hertford,Hungary
4886,Smart,2,4,Latham Park,Palau
4887,West Monroe,7,21,Kiana,Barbados
4888,Henley Wood,2,50,Holiday,Indonesia
4889,Flag City,9,16,Vernal,Cambodia
4890,Levi,1,25,Horton,Colombia
4891,Green North,2,19,Tinaja,Bangladesh
4892,Mammoroneck,7,36,Elmwood Place,Tajikistan
4893,Halsall,6,39,Yamhill,Chile
4894,Nassau,8,33,New River,Burundi
4895,Kasten,6,20,South Kensington,St Kitts & Nevis
4896,Thurnby,5,36,Pastura,Belize
4897,Egret,7,23,Hollister,Switzerland
4898,Redpoll,9,33,Peckham,Uganda
4899,Dagwood,10,30,Paxville,Central African Rep
4900,Staghorn,4,17,Santa Clarita,Myanmar
4901,Hoeffner,8,8,Silesia,Estonia
4902,Chardonnay Ridge,7,12,Arriba,Comoros
4903,Ascalon,1,42,Gulkana,Russian Federation
4904,Kevan,4,49,Coamo,Djibouti
4905,Phillips Oak,7,34,Frederica,Somalia
4906,Munson,3,7,Gridley,San Marino
4907,Charles Dickens,7,6,Toga,Japan
4908,North Pond,2,19,Hymer,France
4909,Langcroft,4,26,Joy,Portugal
4910,Burlington,8,47,Norlina,Monaco
4911,Ribbon,8,9,Landis,Kosovo
4912,Pete Dye,5,37,Fannettsburg,United Arab Emirates
4913,Beech Hangers,7,20,Liscomb,Denmark
4914,Gillens,1,22,Hove Mobile Park,Seychelles
4915,S Pollard,5,30,Bern,Costa Rica
4916,Mooney,7,35,Woodland Mills,Ghana
4917,Hogoak,7,31,Patillas,Nauru
4918,Kilconnell,9,26,Kimbrough,Afghanistan
4919,Abbottswell,9,13,Grove,Hungary
4920,Boulder,1,50,Shadeland,Slovakia
4921,Pine Mountain,3,10,Edna Bay,Costa Rica
4922,Assets,9,30,Gateway,Samoa
4923,Hendy,4,32,Bayshore,Liechtenstein
4924,Vander Wall,9,35,Tocito,Thailand
4925,Westerbeke Ranch,5,36,Hoberg,Kiribati
4926,Cock Green,8,39,Pollock,Vatican City
4927,Claribel,4,45,Harriman,Tonga
4928,Dannys,3,50,Rudolph,Germany
4929,Aldford,3,48,Worthington Hills,Ghana
4930,Winford,2,6,Newaukum,Croatia
4931,Burshire,5,40,Fultondale,Qatar
4932,Coleshill,3,50,Crown Heights,Turkey
4933,Palm,10,20,Maple Shade,Fiji
4934,John Knott,4,7,Westernport,Uganda
4935,West Fordham,6,22,Oscoda,Finland
4936,Arroyo Leon,9,43,Sylacauga,Guinea-Bissau
4937,Clifton Point,3,43,Demorest,Equatorial Guinea
4938,Grace Ann,7,40,Reese,Cuba
4939,Lomglands,2,9,Piney River,Moldova
4940,S Saint Asaph,4,49,Lucama,Norway
4941,Shelburne,7,1,Hayfield,Guinea
4942,W Greenwich,5,33,Trafalgar,Somalia
4943,Mandalay Beach,7,2,Saugatuck,Congo
4944,Heacham,2,40,Stoy,United Arab Emirates
4945,Wheat Fall,2,4,Okabena,Peru
4946,Allenwood,7,8,Jane Lew,Haiti
4947,Peascroft,2,43,Dysart,Uganda
4948,Duckmead,2,6,Hannibal,Barbados
4949,Blaikie,8,37,Stoy,Austria
4950,Burges,5,35,Pritchett,Congo
4951,Hill Pond,4,7,Fenwick Island,Armenia
4952,W Appleby,8,27,Guthrie Center,Belize
4953,Mary Helen,1,27,Wheelwright,Poland
4954,Old Collington,7,32,Antonia,Andorra
4955,S Cowley,5,24,Oak Ridge North,Portugal
4956,Griffing Park,4,34,Asotin,Vatican City
4957,Ravenrock,8,44,Page,Slovenia
4958,Barkdoll,7,32,Oak Ridge North,East Timor
4959,Hopeco,3,36,Cridersville,Italy
4960,Terrene,7,21,Jacksons' Gap,Cyprus
4961,South Halsted,8,24,Blakeley,Colombia
4962,Upper George,1,2,Davey,Uruguay
4963,Curness,4,50,Coatsburg,Myanmar
4964,Radisson Woods,2,40,Barr,Tajikistan
4965,Monk Sherborne,6,50,Trafford,Ukraine
4966,Vista Via,9,2,Trammells,Taiwan
4967,Rixson,7,14,Grant Center,Turkmenistan
4968,Van Vorst,8,29,Pinetops,Trinidad & Tobago
4969,Gaugler,1,16,Spanish Fork,Ireland {Republic}
4970,Eight,10,37,Jessie,France
4971,Chianti,10,12,Saltair,Russian Federation
4972,Ancille,4,11,Middleton,Slovakia
4973,Wyargine,5,12,Lowsville,Namibia
4974,Dura,3,24,San Juan Capistrano,Guatemala
4975,Streeters,6,16,Plantation Key,Sao Tome & Principe
